,date,open,high,low,close,volume,dividends,splits,eps_estimate,reported_eps,surprise_pct,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepletionIncomeStatement,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,ExciseTaxes,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromTaxLossCarryforward,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherTaxes,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SecuritiesAmortization,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,total_revenue,symbol,numberOfFunds,marketCapitalizationPrimary,numberOfFunds_prev,gap,earnings_acceleration,sales_acceleration,highest_1,highest_1_index,lowest_1,drawdown_open_1,drawdown_low_1,maxrunup_open_1,maxrunup_close_1,win1
286326,2023-06-01 00:00:00+00:00,2.16,2.16,1.89,2.11,39000,0.0,0.0,-0.25,-0.36,-44.0,,,,9089989.0,-0.36,,,,,,9089989.0,-0.36,-3257000.0,-3261000.0,-3261000.0,,,,,,,1923000.0,,,,,,4000.0,4000.0,,-3257000.0,-3257000.0,-3257000.0,,,-3257000.0,-3257000.0,,-3257000.0,4000.0,4000.0,-3261000.0,-3257000.0,3261000.0,-3261000.0,0.0,1923000.0,3000.0,3000.0,,,,,,-3257000.0,,,0.0,,,1338000.0,,,,,1923000.0,0.0,0.0,,0.0,3261000.0,-3261000.0,-22000.0,0.0,0.0,,0.0,RNXT,8.0,7272309.5,,16.24,0.0,,3.29,19.0,1.8,-16.74,-4.76,52.17,55.92,9.0
286338,2023-06-29 00:00:00+00:00,2.78,3.29,2.29,2.45,33412700,0.0,0.0,-0.25,-0.36,-44.0,,,,9089989.0,-0.36,,,,,,9089989.0,-0.36,-3257000.0,-3261000.0,-3261000.0,,,,,,,1923000.0,,,,,,4000.0,4000.0,,-3257000.0,-3257000.0,-3257000.0,,,-3257000.0,-3257000.0,,-3257000.0,4000.0,4000.0,-3261000.0,-3257000.0,3261000.0,-3261000.0,0.0,1923000.0,3000.0,3000.0,,,,,,-3257000.0,,,0.0,,,1338000.0,,,,,1923000.0,0.0,0.0,,0.0,3261000.0,-3261000.0,-22000.0,0.0,0.0,,0.0,RNXT,8.0,7272309.5,,24.11,0.0,,3.29,0.0,2.29,-17.63,0.0,18.35,34.29,-19.18
286346,2023-08-17 00:00:00+00:00,1.95,1.95,1.72,1.84,34700,0.0,0.0,-0.25,-0.22,12.0,,,,10655155.0,-0.22,,,,,,10655155.0,-0.22,-2327000.0,-3375000.0,-3375000.0,,,,,,1573000.0,1450000.0,,,,,,50000.0,50000.0,,-2327000.0,-2327000.0,-2327000.0,,,-2327000.0,-2327000.0,,-2327000.0,50000.0,50000.0,-4373000.0,-3325000.0,3375000.0,-3375000.0,0.0,1450000.0,998000.0,3000.0,,,,,,-2327000.0,,,0.0,,,1925000.0,575000.0,,,,1450000.0,-575000.0,0.0,,0.0,3375000.0,-3375000.0,-22000.0,998000.0,998000.0,,0.0,RNXT,7.0,7272309.5,8.0,14.04,-29.03,,1.95,0.0,1.72,-11.79,0.0,0.0,5.98,-19.02
286358,2023-09-19 00:00:00+00:00,1.67,1.67,1.4,1.5,14800,0.0,0.0,-0.25,-0.22,12.0,,,,10655155.0,-0.22,,,,,,10655155.0,-0.22,-2327000.0,-3375000.0,-3375000.0,,,,,,1573000.0,1450000.0,,,,,,50000.0,50000.0,,-2327000.0,-2327000.0,-2327000.0,,,-2327000.0,-2327000.0,,-2327000.0,50000.0,50000.0,-4373000.0,-3325000.0,3375000.0,-3375000.0,0.0,1450000.0,998000.0,3000.0,,,,,,-2327000.0,,,0.0,,,1925000.0,575000.0,,,,1450000.0,-575000.0,0.0,,0.0,3375000.0,-3375000.0,-22000.0,998000.0,998000.0,,0.0,RNXT,7.0,7272309.5,8.0,12.08,0.0,,1.67,0.0,1.4,-16.17,0.0,0.0,11.33,-28.67
286361,2023-09-26 00:00:00+00:00,1.49,1.49,1.25,1.36,21000,0.0,0.0,-0.25,-0.22,12.0,,,,10655155.0,-0.22,,,,,,10655155.0,-0.22,-2327000.0,-3375000.0,-3375000.0,,,,,,1573000.0,1450000.0,,,,,,50000.0,50000.0,,-2327000.0,-2327000.0,-2327000.0,,,-2327000.0,-2327000.0,,-2327000.0,50000.0,50000.0,-4373000.0,-3325000.0,3375000.0,-3375000.0,0.0,1450000.0,998000.0,3000.0,,,,,,-2327000.0,,,0.0,,,1925000.0,575000.0,,,,1450000.0,-575000.0,0.0,,0.0,3375000.0,-3375000.0,-22000.0,998000.0,998000.0,,0.0,RNXT,7.0,7272309.5,8.0,13.59,0.0,,1.49,0.0,1.25,-15.99,0.0,0.0,9.41,-19.85
286373,2023-10-27 00:00:00+00:00,1.15,1.15,1.01,1.03,5500,0.0,0.0,-0.25,-0.22,12.0,,,,10655155.0,-0.22,,,,,,10655155.0,-0.22,-2327000.0,-3375000.0,-3375000.0,,,,,,1573000.0,1450000.0,,,,,,50000.0,50000.0,,-2327000.0,-2327000.0,-2327000.0,,,-2327000.0,-2327000.0,,-2327000.0,50000.0,50000.0,-4373000.0,-3325000.0,3375000.0,-3375000.0,0.0,1450000.0,998000.0,3000.0,,,,,,-2327000.0,,,0.0,,,1925000.0,575000.0,,,,1450000.0,-575000.0,0.0,,0.0,3375000.0,-3375000.0,-22000.0,998000.0,998000.0,,0.0,RNXT,7.0,7272309.5,8.0,12.65,0.0,,1.24,6.0,0.95,-17.32,-5.94,7.92,20.39,-33.98
286382,2023-11-20 00:00:00+00:00,0.68,0.68,0.55,0.61,25300,0.0,0.0,-0.3,-0.13,56.67,,,,10655155.0,-0.22,,,,,,10655155.0,-0.22,-2327000.0,-3375000.0,-3375000.0,,,,,,1573000.0,1450000.0,,,,,,50000.0,50000.0,,-2327000.0,-2327000.0,-2327000.0,,,-2327000.0,-2327000.0,,-2327000.0,50000.0,50000.0,-4373000.0,-3325000.0,3375000.0,-3375000.0,0.0,1450000.0,998000.0,3000.0,,,,,,-2327000.0,,,0.0,,,1925000.0,575000.0,,,,1450000.0,-575000.0,0.0,,0.0,3375000.0,-3375000.0,-22000.0,998000.0,998000.0,,0.0,RNXT,7.0,7272309.5,8.0,12.83,0.0,,0.82,4.0,0.55,-18.76,0.0,21.12,34.65,
286854,2023-04-17 00:00:00+00:00,7.84,8.58,7.6,8.52,13555800,0.0,0.0,-0.39,-0.49,-26.76,,,,742541052.0,-0.05,4175000.0,,,,,742541052.0,-0.05,-33617000.0,-170641000.0,-170641000.0,,,,0.0,,32462000.0,125510000.0,23201000.0,,,8575000.0,8575000.0,14284000.0,14284000.0,27245000.0,-33617000.0,-33617000.0,-175423000.0,114561000.0,,-33617000.0,-148178000.0,,-60862000.0,5709000.0,5709000.0,-203103000.0,-179952961.09,257367000.0,-234166000.0,27376000.0,125510000.0,49241000.0,16779000.0,,,,,,-179216000.0,,4175000.0,5953000.0,,,131857000.0,0.0,,,,125510000.0,0.0,687038.91,-3793000.0,0.02,261542000.0,-234166000.0,,32462000.0,32462000.0,,27376000.0,ROIV,169.0,7015134720.0,,10.27,0.0,118.43,9.5,16.0,7.6,-3.06,0.0,21.17,11.5,2.58
286915,2023-09-26 00:00:00+00:00,11.8,12.83,11.75,12.41,22066600,0.0,0.0,-0.3,-0.38,-27.69,,,,759273550.0,-0.38,4214000.0,,,,,759273550.0,-0.38,-291816000.0,-317181000.0,-311342000.0,,,,0.0,,-7564000.0,125510000.0,17410000.0,,,8912000.0,8912000.0,16715000.0,16715000.0,36029000.0,-291816000.0,-291816000.0,-327845000.0,114561000.0,,-291816000.0,-291816000.0,,-327845000.0,7803000.0,7803000.0,-291278000.0,-279777600.0,281323000.0,-263913000.0,21624000.0,125510000.0,-69983000.0,-49919000.0,,,,,,-326093000.0,,4214000.0,5839000.0,,,125133000.0,12500000.0,,,156190000.0,156190000.0,-12500000.0,-8025600.0,1752000.0,0.4,285537000.0,-276413000.0,,-20064000.0,-20064000.0,,21624000.0,ROIV,305.0,7015134720.0,169.0,15.57,0.0,-21.01,13.24,2.0,11.75,-0.42,0.0,12.2,6.69,-31.18
287136,2023-09-06 00:00:00+00:00,92.89,95.84,83.59,86.19,31718700,0.0,0.0,-1.26,-0.76,39.73,,,,141033000.0,-0.76,468915000.0,,,,,141033000.0,-0.76,-107595000.0,-105961000.0,-72185000.0,,,,,,,84652000.0,378271000.0,,,4000.0,4000.0,,,,-107595000.0,-107595000.0,-107595000.0,,,-107595000.0,-107595000.0,,-107595000.0,-4000.0,-4000.0,-72185000.0,-107595000.0,504231000.0,-125960000.0,847186000.0,84652000.0,19999000.0,19999000.0,,,,,,-105965000.0,,468915000.0,33776000.0,,,192387000.0,,53594000.0,,227192000.0,311844000.0,,0.0,1630000.0,0.21,973146000.0,-125960000.0,,,,,847186000.0,ROKU,832.0,15228440600.0,868.0,10.94,0.0,14.33,95.84,0.0,83.59,-10.01,0.0,3.18,11.2,-18.74
287155,2023-11-02 00:00:00+00:00,70.86,79.12,69.18,78.05,40334800,0.0,0.0,-2.12,-2.33,-10.11,,,,141033000.0,-0.76,468915000.0,,,,,141033000.0,-0.76,-107595000.0,-105961000.0,-72185000.0,,,,,,,84652000.0,378271000.0,,,4000.0,4000.0,,,,-107595000.0,-107595000.0,-107595000.0,,,-107595000.0,-107595000.0,,-107595000.0,-4000.0,-4000.0,-72185000.0,-107595000.0,504231000.0,-125960000.0,847186000.0,84652000.0,19999000.0,19999000.0,,,,,,-105965000.0,,468915000.0,33776000.0,,,192387000.0,,53594000.0,,227192000.0,311844000.0,,0.0,1630000.0,0.21,973146000.0,-125960000.0,,,,,847186000.0,ROKU,832.0,15228440600.0,868.0,18.69,0.0,14.33,108.4,18.0,69.18,-2.37,0.0,52.98,38.88,
287341,2023-06-22 00:00:00+00:00,14.4,14.8,12.1,12.9,9747700,0.0,0.0,-3.59,-2.88,19.71,,,,14200000.0,-2.88,,,,,,14200000.0,-2.88,-40900000.0,-29800000.0,,,,,,,,21500000.0,,,,11100000.0,11100000.0,6800000.0,,,-40900000.0,-40900000.0,-40900000.0,,,-40900000.0,-40900000.0,,-40900000.0,-11100000.0,-11100000.0,,-40900000.0,,,70100000.0,21500000.0,200000.0,,10200000.0,,,,,-40900000.0,,,2700000.0,,,,,,,3600000.0,25100000.0,,0.0,0.0,0.0,111000000.0,,,,,,70100000.0,ROOT,101.0,138992000.0,,49.69,0.0,-4.88,14.8,0.0,12.1,-15.97,0.0,2.78,14.73,-14.88
287668,2023-05-09 00:00:00+00:00,4.5,5.0,4.28,4.72,3085800,0.0,0.0,-0.05,-0.03,44.89,,,,184365000.0,-0.03,10780000.0,,1478000.0,1478000.0,,184365000.0,-0.03,-4656000.0,-4323000.0,-1089000.0,,-314000.0,,,,314000.0,12362000.0,30340000.0,,,18000.0,18000.0,2423000.0,2423000.0,,-4656000.0,-4656000.0,-4656000.0,,,-4656000.0,-4656000.0,,-4656000.0,2405000.0,2405000.0,-1403000.0,-4904060.0,37504000.0,-7164000.0,41120000.0,12362000.0,418000.0,104000.0,7029000.0,,,,,-4341000.0,,9024000.0,3234000.0,,,7297000.0,0.0,,,9338000.0,21700000.0,0.0,65940.0,1000.0,0.21,48284000.0,-7164000.0,,314000.0,314000.0,,41120000.0,ROVR,182.0,1525172000.0,,11.39,0.0,-19.16,5.07,1.0,4.28,-4.89,0.0,12.67,7.42,0.64
287696,2023-08-02 00:00:00+00:00,6.9,7.0,6.21,6.4,7333900,0.0,0.0,-0.05,-0.03,44.89,,,,183623000.0,-0.0,12608000.0,,1476000.0,1476000.0,,183623000.0,-0.0,-253000.0,186000.0,3478000.0,,-351000.0,,,,801000.0,13679000.0,45921000.0,6916000.0,,18000.0,18000.0,2991000.0,2991000.0,,-253000.0,-253000.0,-253000.0,,,-253000.0,-253000.0,,-253000.0,2973000.0,2973000.0,9593000.0,4577850.0,44635000.0,1286000.0,58529000.0,13679000.0,-4091000.0,2024000.0,7800000.0,,,,,168000.0,,10792000.0,3292000.0,,,8301000.0,0.0,3790000.0,,13379000.0,27058000.0,-6916000.0,-1284150.0,70000.0,0.21,57243000.0,-5630000.0,,-6115000.0,-6115000.0,,58529000.0,ROVR,187.0,1525172000.0,182.0,23.66,0.0,42.34,7.0,0.0,6.21,-10.0,0.0,1.45,9.37,5.78
287727,2023-11-07 00:00:00+00:00,7.59,8.4,7.5,7.96,7878400,0.0,0.0,0.03,0.05,96.36,,,,183623000.0,-0.0,12608000.0,,1476000.0,1476000.0,,183623000.0,-0.0,-253000.0,186000.0,3478000.0,,-351000.0,,,,801000.0,13679000.0,45921000.0,6916000.0,,18000.0,18000.0,2991000.0,2991000.0,,-253000.0,-253000.0,-253000.0,,,-253000.0,-253000.0,,-253000.0,2973000.0,2973000.0,9593000.0,4577850.0,44635000.0,1286000.0,58529000.0,13679000.0,-4091000.0,2024000.0,7800000.0,,,,,168000.0,,10792000.0,3292000.0,,,8301000.0,0.0,3790000.0,,13379000.0,27058000.0,-6916000.0,-1284150.0,70000.0,0.21,57243000.0,-5630000.0,,-6115000.0,-6115000.0,,58529000.0,ROVR,187.0,1525172000.0,182.0,17.31,0.0,42.34,11.04,15.0,7.5,-1.19,0.0,45.45,38.69,
287736,2023-11-29 00:00:00+00:00,10.88,11.04,10.84,10.96,34556182,0.0,0.0,0.03,0.05,96.36,,,,183623000.0,-0.0,12608000.0,,1476000.0,1476000.0,,183623000.0,-0.0,-253000.0,186000.0,3478000.0,,-351000.0,,,,801000.0,13679000.0,45921000.0,6916000.0,,18000.0,18000.0,2991000.0,2991000.0,,-253000.0,-253000.0,-253000.0,,,-253000.0,-253000.0,,-253000.0,2973000.0,2973000.0,9593000.0,4577850.0,44635000.0,1286000.0,58529000.0,13679000.0,-4091000.0,2024000.0,7800000.0,,,,,168000.0,,10792000.0,3292000.0,,,8301000.0,0.0,3790000.0,,13379000.0,27058000.0,-6916000.0,-1284150.0,70000.0,0.21,57243000.0,-5630000.0,,-6115000.0,-6115000.0,,58529000.0,ROVR,187.0,1525172000.0,182.0,28.0,0.0,42.34,11.04,0.0,10.84,-0.37,0.0,1.47,0.73,
287923,2023-08-09 00:00:00+00:00,45.99,48.99,45.08,46.0,4650800,0.0,0.0,0.11,0.18,65.14,,,,60470396.0,-1.1,58164000.0,,,,,60470396.0,-1.1,-66782000.0,-63140000.0,-51311000.0,,,,,,,22888000.0,132258000.0,27231000.0,,2773000.0,2773000.0,1787000.0,1787000.0,,-66782000.0,-66782000.0,-66782000.0,,,-66782000.0,-66782000.0,,-66782000.0,-986000.0,-986000.0,-24080000.0,-45269510.0,156686000.0,-24428000.0,190422000.0,22888000.0,-40499000.0,-13268000.0,,,,,,-65913000.0,,58164000.0,11829000.0,,,50762000.0,,,,83036000.0,105924000.0,-27231000.0,-5718510.0,869000.0,0.21,214850000.0,-51659000.0,,-27231000.0,-27231000.0,,190422000.0,RPD,483.0,3238818560.0,484.0,15.58,0.0,3.96,52.13,3.0,45.08,-1.98,0.0,13.35,13.33,6.13
287958,2023-11-02 00:00:00+00:00,51.1,51.1,45.73,47.14,1378700,0.0,0.0,0.42,0.5,18.72,,,,60470396.0,-1.1,58164000.0,,,,,60470396.0,-1.1,-66782000.0,-63140000.0,-51311000.0,,,,,,,22888000.0,132258000.0,27231000.0,,2773000.0,2773000.0,1787000.0,1787000.0,,-66782000.0,-66782000.0,-66782000.0,,,-66782000.0,-66782000.0,,-66782000.0,-986000.0,-986000.0,-24080000.0,-45269510.0,156686000.0,-24428000.0,190422000.0,22888000.0,-40499000.0,-13268000.0,,,,,,-65913000.0,,58164000.0,11829000.0,,,50762000.0,,,,83036000.0,105924000.0,-27231000.0,-5718510.0,869000.0,0.21,214850000.0,-51659000.0,,-27231000.0,-27231000.0,,190422000.0,RPD,483.0,3238818560.0,484.0,11.4,0.0,3.96,55.05,18.0,45.73,-10.51,0.0,7.73,16.78,
288030,2023-07-03 00:00:00+00:00,7.35,7.35,6.0,6.41,206900,0.0,0.0,-0.6,-0.6,0.66,,,,30215321.0,-0.65,,,,,,30215321.0,-0.65,-19531000.0,-21039000.0,-20997000.0,,,,,,,6639000.0,,,,,,,,,-19531000.0,-19531000.0,-19531000.0,,,-19531000.0,-19531000.0,,-19531000.0,,,-20997000.0,-19531000.0,21039000.0,-21039000.0,0.0,6639000.0,1508000.0,1508000.0,,,,,,-19531000.0,,,42000.0,,,14400000.0,,,,,6639000.0,,0.0,,0.0,21039000.0,-21039000.0,,,,,0.0,RPHM,97.0,205166000.0,36.0,12.04,0.0,,8.48,19.0,5.85,-20.41,-2.5,15.37,32.29,15.44
288049,2023-08-28 00:00:00+00:00,6.97,7.0,6.01,6.04,140800,0.0,0.0,-0.52,-0.65,-25.81,,,,30215321.0,-0.65,,,,,,30215321.0,-0.65,-19531000.0,-21039000.0,-20997000.0,,,,,,,6639000.0,,,,,,,,,-19531000.0,-19531000.0,-19531000.0,,,-19531000.0,-19531000.0,,-19531000.0,,,-20997000.0,-19531000.0,21039000.0,-21039000.0,0.0,6639000.0,1508000.0,1508000.0,,,,,,-19531000.0,,,42000.0,,,14400000.0,,,,,6639000.0,,0.0,,0.0,21039000.0,-21039000.0,,,,,0.0,RPHM,97.0,205166000.0,36.0,11.52,0.0,,8.54,20.0,5.78,-17.07,-3.83,22.53,41.39,24.17
288477,2023-08-28 00:00:00+00:00,10.91,11.54,10.89,11.23,16878600,0.0,0.0,-0.02,-0.02,-19.98,,,,85642000.0,-0.02,17074000.0,,17069000.0,17069000.0,,85642000.0,-0.02,-1644000.0,8917000.0,25986000.0,-55000.0,,,,,603000.0,8980000.0,33977000.0,0.0,,8836000.0,8836000.0,,,-1000.0,31000.0,-1644000.0,32000.0,,,31000.0,31000.0,,32000.0,-8836000.0,-8836000.0,25393000.0,-437470.0,26049000.0,7928000.0,51051000.0,8980000.0,989000.0,451000.0,,121000.0,,,1675000.0,81000.0,,17074000.0,17069000.0,,,,10000.0,,,,8980000.0,-10000.0,124530.0,49000.0,0.21,43123000.0,8521000.0,,593000.0,593000.0,,51051000.0,RPT,432.0,989965800.0,415.0,14.0,0.0,-2.29,11.67,12.0,10.89,-0.18,0.0,6.97,3.92,-6.77
288871,2023-03-01 00:00:00+00:00,9.74,11.49,9.24,10.82,3163800,0.0,0.0,-0.62,-1.35,-116.58,,,,15892000.0,-0.79,193990000.0,,17368000.0,17368000.0,,15892000.0,-0.79,-12567000.0,-8020000.0,9348000.0,,,,,9204000.0,,35692000.0,92898000.0,2187000.0,,4590000.0,4590000.0,,,,-12567000.0,-12567000.0,-12567000.0,,,-12567000.0,-12567000.0,,-12567000.0,-5612000.0,-5612000.0,2842000.0,-19053482.0,106135000.0,-13237000.0,286888000.0,35692000.0,6239000.0,-267000.0,53075000.0,256000.0,,,,-12610000.0,,193990000.0,17368000.0,,22828000.0,,255000.0,,,,35692000.0,6506000.0,19518.0,-43000.0,0.0,300125000.0,-8020000.0,1022000.0,6506000.0,6506000.0,,286888000.0,RRGB,,,,14.45,0.0,,14.67,18.0,9.24,-5.13,0.0,50.62,35.58,31.52
288900,2023-05-25 00:00:00+00:00,16.42,16.5,14.57,14.64,1475900,0.0,0.0,-0.57,0.25,143.86,,,,15892000.0,-0.79,193990000.0,,17368000.0,17368000.0,,15892000.0,-0.79,-12567000.0,-8020000.0,9348000.0,,,,,9204000.0,,35692000.0,92898000.0,2187000.0,,4590000.0,4590000.0,,,,-12567000.0,-12567000.0,-12567000.0,,,-12567000.0,-12567000.0,,-12567000.0,-5612000.0,-5612000.0,2842000.0,-19053482.0,106135000.0,-13237000.0,286888000.0,35692000.0,6239000.0,-267000.0,53075000.0,256000.0,,,,-12610000.0,,193990000.0,17368000.0,,22828000.0,,255000.0,,,,35692000.0,6506000.0,19518.0,-43000.0,0.0,300125000.0,-8020000.0,1022000.0,6506000.0,6506000.0,,286888000.0,RRGB,115.0,142261200.0,,13.63,0.0,,16.5,0.0,14.57,-11.27,0.0,0.49,12.7,-3.76
289688,2023-08-03 00:00:00+00:00,20.05,22.16,19.05,19.2,27510300,0.0,0.0,-0.13,0.25,291.31,1110000.0,1110000.0,,216017000.0,0.26,539225000.0,,1110000.0,1110000.0,,221849000.0,0.25,55474000.0,-164870000.0,-38086000.0,,,,,,,56366000.0,50968000.0,,,157177000.0,157177000.0,,,396198000.0,55474000.0,55474000.0,-340724000.0,,,55474000.0,55474000.0,,-340724000.0,-157177000.0,-157177000.0,-38086000.0,55474000.0,256909000.0,-205941000.0,590193000.0,56366000.0,41071000.0,41071000.0,,,,-534000.0,,-322047000.0,,413551000.0,126784000.0,,,4557000.0,,,,194876000.0,251242000.0,,0.0,18677000.0,0.21,796134000.0,-205941000.0,,,,,590193000.0,RUN,695.0,2597105660.0,760.0,12.39,0.0,0.06,22.16,0.0,19.05,-4.99,0.0,10.52,15.42,-17.66
289952,2023-02-28 00:00:00+00:00,28.14,28.14,26.06,26.76,5593300,0.0,0.0,-0.82,-0.63,23.34,,,,84694860.0,-0.87,,,,,,84694860.0,-0.87,-73329000.0,-73626000.0,-71193000.0,,,,,,,10434000.0,,,,0.0,0.0,2907000.0,2907000.0,,-73329000.0,-73329000.0,-73329000.0,,,-73329000.0,-73329000.0,,-73329000.0,2907000.0,2907000.0,-71193000.0,-73329000.0,79889000.0,-76533000.0,3356000.0,10434000.0,,,,,,,,-73626000.0,,,2433000.0,,,69455000.0,,,,,10434000.0,,0.0,-297000.0,0.0,79889000.0,-76533000.0,,,,,3356000.0,RVMD,,,,15.47,0.0,,28.14,0.0,26.06,-7.39,0.0,0.0,5.16,-19.58
290049,2023-01-09 00:00:00+00:00,22.69,30.6,22.53,30.42,11658000,0.0,0.0,-0.89,-1.17,-30.85,3885000.0,3885000.0,,72208285.0,-1.17,10736000.0,,4923000.0,4923000.0,1038000.0,72208285.0,-1.17,-84693000.0,-77076000.0,-68293000.0,,,,,,-875000.0,64737000.0,18279000.0,,,6917000.0,6917000.0,1165000.0,1165000.0,,-84693000.0,-84693000.0,-84693000.0,,,-84693000.0,-84693000.0,,-84693000.0,-5752000.0,-5752000.0,-67418000.0,-84168000.0,95763000.0,-77484000.0,29015000.0,51492000.0,-757000.0,118000.0,,,,,,-83993000.0,,6876000.0,8783000.0,,,26103000.0,,13245000.0,,,64737000.0,,-350000.0,700000.0,0.4,106499000.0,-77484000.0,,-875000.0,-875000.0,,29015000.0,RVNC,,,,15.12,0.0,,35.99,17.0,22.53,-0.71,0.0,58.62,18.31,8.99
290256,2023-10-30 00:00:00+00:00,5.01,6.8,3.53,5.49,43204600,0.0,0.0,-0.28,-0.55,-99.28,,,,22434781.0,-0.55,,,,,,22434781.0,-0.55,-12442862.0,-12423667.0,-12423667.0,,,,,,-456177.0,3079301.0,,,,12759.0,12759.0,103080.0,103080.0,,-12442862.0,-12442862.0,-12442862.0,,,-12442862.0,-12442862.0,,-12442862.0,90321.0,90321.0,-11967490.0,-12082482.17,12070551.0,-12070551.0,0.0,3079301.0,-456196.0,-19.0,,,,,,-12436426.0,,,,,,8991250.0,,,,,3079301.0,,-95797.17,6436.0,0.21,12070551.0,-12070551.0,,-456177.0,-456177.0,,0.0,RVPH,22.0,111731760.0,17.0,33.6,0.0,,6.8,0.0,3.53,-29.54,0.0,35.73,23.86,-27.87
290471,2023-10-31 00:00:00+00:00,2.68,2.76,2.24,2.32,4063,0.0,0.0,-0.17,-0.34,-100.0,,,,18891950.0,-0.16,0.0,,,,,18891950.0,-0.16,-2952000.0,-2963000.0,-2922000.0,,,,,,,1125000.0,0.0,,,,,11000.0,11000.0,,-2952000.0,-2952000.0,-2952000.0,,,-2952000.0,-2952000.0,,-2952000.0,11000.0,11000.0,-2922000.0,-2952000.0,2963000.0,-2963000.0,0.0,1125000.0,,,,,,,,-2952000.0,,0.0,41000.0,,,1838000.0,,,,,1125000.0,,0.0,,0.0,2963000.0,-2963000.0,,,,,0.0,RVSN,5.0,4152230.0,2.0,12.79,0.0,-100.0,3.02,3.0,2.16,-19.4,-3.57,12.84,30.34,
290473,2023-11-06 00:00:00+00:00,2.77,2.77,2.16,2.64,3313,0.0,0.0,-0.17,-0.34,-100.0,,,,18891950.0,-0.16,0.0,,,,,18891950.0,-0.16,-2952000.0,-2963000.0,-2922000.0,,,,,,,1125000.0,0.0,,,,,11000.0,11000.0,,-2952000.0,-2952000.0,-2952000.0,,,-2952000.0,-2952000.0,,-2952000.0,11000.0,11000.0,-2922000.0,-2952000.0,2963000.0,-2963000.0,0.0,1125000.0,,,,,,,,-2952000.0,,0.0,41000.0,,,1838000.0,,,,,1125000.0,,0.0,,0.0,2963000.0,-2963000.0,,,,,0.0,RVSN,5.0,4152230.0,2.0,15.33,0.0,-100.0,2.86,6.0,1.6,-42.2,-25.93,3.18,8.18,
290478,2023-11-28 00:00:00+00:00,1.47,1.59,1.35,1.38,20700,0.0,0.0,-0.17,-0.34,-100.0,,,,18891950.0,-0.16,0.0,,,,,18891950.0,-0.16,-2952000.0,-2963000.0,-2922000.0,,,,,,,1125000.0,0.0,,,,,11000.0,11000.0,,-2952000.0,-2952000.0,-2952000.0,,,-2952000.0,-2952000.0,,-2952000.0,11000.0,11000.0,-2922000.0,-2952000.0,2963000.0,-2963000.0,0.0,1125000.0,,,,,,,,-2952000.0,,0.0,41000.0,,,1838000.0,,,,,1125000.0,,0.0,,0.0,2963000.0,-2963000.0,,,,,0.0,RVSN,5.0,4152230.0,2.0,10.44,0.0,-100.0,1.59,0.0,1.35,-8.16,0.0,8.16,14.8,
290564,2023-04-12 00:00:00+00:00,7.1,7.2,6.0,6.3,38600,0.0,0.0,-0.23,-0.32,-36.17,,,,5221059.0,-1.5,6178000.0,,620000.0,620000.0,,5221059.0,-1.5,-7979000.0,-3623000.0,-3003000.0,,,,,,168000.0,6162000.0,5113000.0,,,4351000.0,4351000.0,,,,-7979000.0,-7979000.0,-7979000.0,,,-7979000.0,-7979000.0,,-7979000.0,-4351000.0,-4351000.0,-3171000.0,-8079800.0,8793000.0,-3680000.0,11291000.0,3255000.0,57000.0,-111000.0,,,,,,-7974000.0,,6178000.0,620000.0,,,1936000.0,,2907000.0,,75000.0,6237000.0,0.0,67200.0,5000.0,0.4,14971000.0,-3680000.0,,168000.0,168000.0,,11291000.0,RVYL,22.0,18175860.0,,14.52,0.0,6.22,8.8,3.0,6.0,-15.49,0.0,23.94,39.68,-4.76
