,date,open,high,low,close,volume,dividends,splits,eps_estimate,reported_eps,surprise_pct,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepletionIncomeStatement,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,ExciseTaxes,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromTaxLossCarryforward,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherTaxes,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SecuritiesAmortization,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,total_revenue,symbol,numberOfFunds,marketCapitalizationPrimary,numberOfFunds_prev,gap,earnings_acceleration,sales_acceleration,highest_1,highest_1_index,lowest_1,drawdown_open_1,drawdown_low_1,maxrunup_open_1,maxrunup_close_1,win1
4364,2023-08-11 00:00:00+00:00,6.86,6.95,5.41,5.77,37222500,0.0,0.0,-0.32,-0.32,-1.37,,,,251018612.0,-0.73,,,,,,251018612.0,-0.73,-184100000.0,-181400000.0,-180300000.0,,,,,,-2100000.0,118100000.0,,,,,,4100000.0,4100000.0,,-184100000.0,-184100000.0,-184100000.0,,,-184100000.0,-184100000.0,,-184100000.0,4100000.0,4100000.0,-180300000.0,-184100000.0,181400000.0,-181400000.0,0.0,118100000.0,-6600000.0,-6600000.0,,,,,,-183900000.0,,,1100000.0,,,63300000.0,,,,,118100000.0,0.0,0.0,200000.0,0.4,181400000.0,-181400000.0,-1600000.0,-2100000.0,-2100000.0,,0.0,ACHR,148.0,1789623170.0,142.0,17.67,0.0,,7.49,8.0,5.41,-21.14,0.0,9.18,29.81,13.0
4643,2023-01-26 00:00:00+00:00,2.59,2.59,2.27,2.4,1717400,0.0,0.0,-0.25,-0.16,35.59,,,,83590948.0,-0.16,,,,,,83590948.0,-0.16,-13516000.0,-13435000.0,-12856000.0,,,,,,17000.0,3274000.0,,,,77000.0,77000.0,11000.0,11000.0,,-13516000.0,-13516000.0,-13516000.0,,,-13516000.0,-13516000.0,,-13516000.0,-66000.0,-66000.0,-12873000.0,-13526200.0,17397000.0,-13463000.0,3934000.0,3274000.0,17000.0,,-262000.0,,,,,-13512000.0,,,579000.0,,,14385000.0,,,,,3274000.0,,6800.0,4000.0,0.4,17397000.0,-13463000.0,,17000.0,17000.0,,3934000.0,ACIU,,,,10.68,0.0,,2.59,0.0,2.27,-12.36,0.0,0.0,7.92,-6.67
4682,2023-06-01 00:00:00+00:00,2.46,2.53,2.26,2.3,144800,0.0,0.0,-0.23,-0.21,6.79,,,,83625826.0,-0.21,,,,,,83625826.0,-0.21,-17513000.0,-17413000.0,-16843000.0,,,,,,-51000.0,4106000.0,,,,97000.0,97000.0,209000.0,209000.0,,-17513000.0,-17513000.0,-17513000.0,,,-17513000.0,-17513000.0,,-17513000.0,112000.0,112000.0,-16792000.0,-17482400.0,17571000.0,-17571000.0,0.0,4106000.0,-51000.0,,-408000.0,,,,,-17510000.0,,,570000.0,,,13873000.0,,,,,4106000.0,,-20400.0,3000.0,0.4,17571000.0,-17571000.0,,-51000.0,-51000.0,,0.0,ACIU,23.0,267584000.0,,12.84,0.0,-100.0,3.83,17.0,1.9,-22.76,-15.93,55.69,66.52,26.52
4694,2023-06-27 00:00:00+00:00,2.21,3.83,2.18,3.4,51528100,0.0,0.0,-0.23,-0.21,6.79,,,,83625826.0,-0.21,,,,,,83625826.0,-0.21,-17513000.0,-17413000.0,-16843000.0,,,,,,-51000.0,4106000.0,,,,97000.0,97000.0,209000.0,209000.0,,-17513000.0,-17513000.0,-17513000.0,,,-17513000.0,-17513000.0,,-17513000.0,112000.0,112000.0,-16792000.0,-17482400.0,17571000.0,-17571000.0,0.0,4106000.0,-51000.0,,-408000.0,,,,,-17510000.0,,,570000.0,,,13873000.0,,,,,4106000.0,,-20400.0,3000.0,0.4,17571000.0,-17571000.0,,-51000.0,-51000.0,,0.0,ACIU,23.0,267584000.0,,11.62,0.0,-100.0,3.83,0.0,2.18,-1.36,0.0,73.3,12.65,-17.06
5022,2023-08-15 00:00:00+00:00,37.63,37.63,34.72,35.91,1857900,0.0,0.0,-0.31,-0.5,-61.81,,,,48106528.0,-0.5,,,,,,48106528.0,-0.5,-23854000.0,-23256000.0,-22817000.0,,,,,,,15535000.0,,,,880000.0,880000.0,6304000.0,6304000.0,,-23854000.0,-23854000.0,-23854000.0,,,-23854000.0,-23854000.0,,-23854000.0,5424000.0,5424000.0,-22817000.0,-23854000.0,43862000.0,-29560000.0,14302000.0,15535000.0,1001000.0,1001000.0,,,,,,-24136000.0,,,439000.0,,,28327000.0,,,,,15535000.0,,0.0,-282000.0,0.01,43862000.0,-29560000.0,,,,,14302000.0,ACLX,309.0,2471093760.0,246.0,11.73,0.0,-20.15,37.74,14.0,34.14,-9.27,-1.67,0.28,5.08,-7.21
5183,2023-01-03 00:00:00+00:00,9.79,10.5,9.35,9.6,3634700,0.0,0.0,0.24,0.45,90.01,,,-321000.0,59360790.0,0.35,67742000.0,,,,,65612665.0,0.32,21004000.0,37965000.0,37965000.0,1251000.0,,,,,-4145000.0,5520000.0,65967000.0,,,419000.0,419000.0,2016000.0,2016000.0,-6072000.0,21004000.0,21004000.0,27076000.0,,,21004000.0,21004000.0,,27076000.0,1597000.0,1597000.0,42110000.0,23993133.86,34331000.0,31636000.0,133709000.0,5520000.0,4313000.0,7207000.0,,,,,,37546000.0,,67742000.0,1549000.0,,,15678000.0,,,,13133000.0,18653000.0,,-1155866.14,10470000.0,0.28,102073000.0,31636000.0,,-4145000.0,-4145000.0,,133709000.0,ACMR,,,,26.98,0.0,,12.85,19.0,9.35,-4.49,0.0,31.26,33.85,28.54
5224,2023-05-05 00:00:00+00:00,10.33,11.25,10.12,10.47,1187200,0.0,0.0,0.14,0.19,31.94,,,-321000.0,59736764.0,0.12,34270000.0,,,,,65058777.0,0.11,7145000.0,12537000.0,12537000.0,-32000.0,,,,,3340000.0,7758000.0,39986000.0,,,695000.0,695000.0,1785000.0,1785000.0,-1818000.0,7145000.0,7145000.0,8963000.0,,,7145000.0,7145000.0,,8963000.0,1090000.0,1090000.0,9197000.0,4617013.17,31124000.0,8862000.0,74256000.0,7758000.0,1890000.0,-1418000.0,,,,,,11842000.0,,34270000.0,1714000.0,,,14029000.0,,,,9337000.0,17095000.0,,812013.17,2879000.0,0.24,65394000.0,8862000.0,,3340000.0,3340000.0,,74256000.0,ACMR,231.0,1042440380.0,,16.33,0.0,-44.46,11.25,0.0,10.12,-2.02,0.0,8.91,7.45,-1.34
5246,2023-07-03 00:00:00+00:00,14.61,15.59,14.33,14.83,1979800,0.0,0.0,0.14,0.19,31.94,,,-303000.0,59898149.0,0.45,75938000.0,,,,,64929638.0,0.41,26825000.0,41884000.0,41884000.0,3920000.0,,,,,1464000.0,6706000.0,68639000.0,,,649000.0,649000.0,2346000.0,2346000.0,-6772000.0,26825000.0,26825000.0,33597000.0,,,26825000.0,26825000.0,,33597000.0,1697000.0,1697000.0,40420000.0,25632178.17,38209000.0,30430000.0,144577000.0,6706000.0,9108000.0,3724000.0,,,,,,41235000.0,,75938000.0,2241000.0,,,20064000.0,,,,11439000.0,18145000.0,,271178.17,7638000.0,0.19,114147000.0,30430000.0,,1464000.0,1464000.0,,144577000.0,ACMR,231.0,1042440380.0,231.0,11.7,0.0,94.7,15.59,0.0,14.33,-1.92,0.0,6.71,5.12,-19.15
5259,2023-08-04 00:00:00+00:00,13.87,14.2,11.85,12.54,1778900,0.0,0.0,0.12,0.48,305.41,,,-303000.0,59898149.0,0.45,75938000.0,,,,,64929638.0,0.41,26825000.0,41884000.0,41884000.0,3920000.0,,,,,1464000.0,6706000.0,68639000.0,,,649000.0,649000.0,2346000.0,2346000.0,-6772000.0,26825000.0,26825000.0,33597000.0,,,26825000.0,26825000.0,,33597000.0,1697000.0,1697000.0,40420000.0,25632178.17,38209000.0,30430000.0,144577000.0,6706000.0,9108000.0,3724000.0,,,,,,41235000.0,,75938000.0,2241000.0,,,20064000.0,,,,11439000.0,18145000.0,,271178.17,7638000.0,0.19,114147000.0,30430000.0,,1464000.0,1464000.0,,144577000.0,ACMR,231.0,1042440380.0,231.0,15.87,152.63,94.7,18.67,20.0,11.85,-14.56,0.0,34.61,48.88,56.54
5479,2023-01-06 00:00:00+00:00,0.6,0.6,0.48,0.58,9100,0.0,0.0,-0.12,-0.21,-75.0,,,,7821515.0,-0.2,17028.0,,,,,7821515.0,-0.21,-1633033.0,-1630963.0,-1583816.0,,,,,,,1184100.0,1194.0,,,2070.0,2070.0,,,,-1633033.0,-1633033.0,-1633033.0,,,-1633033.0,-1633033.0,,-1633033.0,-2070.0,-2070.0,-1583816.0,-1633033.0,1634454.0,-1633260.0,18222.0,1184100.0,2297.0,2297.0,,,,,,-1633033.0,,17028.0,47147.0,,,290966.0,,,,159388.0,1343488.0,0.0,0.0,0.0,0.0,1651482.0,-1633260.0,,0.0,0.0,,18222.0,ACON,,,,14.67,0.0,,0.85,3.0,0.45,-25.25,-6.25,41.2,46.55,43.1
5485,2023-02-06 00:00:00+00:00,0.72,0.85,0.63,0.8,122200,0.0,0.0,-0.12,-0.21,-75.0,,,,7821515.0,-0.2,17028.0,,,,,7821515.0,-0.21,-1633033.0,-1630963.0,-1583816.0,,,,,,,1184100.0,1194.0,,,2070.0,2070.0,,,,-1633033.0,-1633033.0,-1633033.0,,,-1633033.0,-1633033.0,,-1633033.0,-2070.0,-2070.0,-1583816.0,-1633033.0,1634454.0,-1633260.0,18222.0,1184100.0,2297.0,2297.0,,,,,,-1633033.0,,17028.0,47147.0,,,290966.0,,,,159388.0,1343488.0,0.0,0.0,0.0,0.0,1651482.0,-1633260.0,,0.0,0.0,,18222.0,ACON,,,,20.0,0.0,,0.98,5.0,0.63,-12.5,0.0,36.11,22.5,-13.75
5488,2023-02-27 00:00:00+00:00,0.8,0.8,0.73,0.73,20600,0.0,0.0,-0.12,-0.21,-75.0,,,,7821515.0,-0.2,17028.0,,,,,7821515.0,-0.21,-1633033.0,-1630963.0,-1583816.0,,,,,,,1184100.0,1194.0,,,2070.0,2070.0,,,,-1633033.0,-1633033.0,-1633033.0,,,-1633033.0,-1633033.0,,-1633033.0,-2070.0,-2070.0,-1583816.0,-1633033.0,1634454.0,-1633260.0,18222.0,1184100.0,2297.0,2297.0,,,,,,-1633033.0,,17028.0,47147.0,,,290966.0,,,,159388.0,1343488.0,0.0,0.0,0.0,0.0,1651482.0,-1633260.0,,0.0,0.0,,18222.0,ACON,,,,13.48,0.0,,0.96,14.0,0.65,-18.75,-10.71,20.0,31.87,3.02
5494,2023-03-17 00:00:00+00:00,0.78,0.96,0.74,0.8,91100,0.0,0.0,-0.12,-0.21,-75.0,,,,7821515.0,-0.2,17028.0,,,,,7821515.0,-0.21,-1633033.0,-1630963.0,-1583816.0,,,,,,,1184100.0,1194.0,,,2070.0,2070.0,,,,-1633033.0,-1633033.0,-1633033.0,,,-1633033.0,-1633033.0,,-1633033.0,-2070.0,-2070.0,-1583816.0,-1633033.0,1634454.0,-1633260.0,18222.0,1184100.0,2297.0,2297.0,,,,,,-1633033.0,,17028.0,47147.0,,,290966.0,,,,159388.0,1343488.0,0.0,0.0,0.0,0.0,1651482.0,-1633260.0,,0.0,0.0,,18222.0,ACON,,,,13.54,0.0,,0.96,0.0,0.74,-5.13,0.0,23.08,20.0,-1.25
5497,2023-04-05 00:00:00+00:00,0.74,0.74,0.71,0.71,1600,0.0,0.0,-0.12,-0.21,-75.0,,,,7938545.0,-0.15,17453.0,,,,,7938545.0,-0.15,-1183460.0,-1182080.0,-1142712.0,,,,,,,807599.0,8017.0,,,1380.0,1380.0,,,,-1183460.0,-1183460.0,-1183460.0,,,-1183460.0,-1183460.0,,-1183460.0,-1380.0,-1380.0,-1142712.0,-1183460.0,1189282.0,-1181265.0,25470.0,807599.0,-816.0,-816.0,,,,,,-1183460.0,,17453.0,39368.0,,,204399.0,,,,177284.0,984883.0,0.0,0.0,0.0,0.0,1206735.0,-1181264.0,,0.0,0.0,,25470.0,ACON,2.0,2214000.0,,14.15,0.0,39.78,2.37,12.0,0.65,-12.4,-8.06,219.41,235.22,8.91
5499,2023-04-24 00:00:00+00:00,1.28,2.37,1.13,1.28,77904700,0.0,0.0,-0.12,-0.21,-75.0,,,,7938545.0,-0.15,17453.0,,,,,7938545.0,-0.15,-1183460.0,-1182080.0,-1142712.0,,,,,,,807599.0,8017.0,,,1380.0,1380.0,,,,-1183460.0,-1183460.0,-1183460.0,,,-1183460.0,-1183460.0,,-1183460.0,-1380.0,-1380.0,-1142712.0,-1183460.0,1189282.0,-1181265.0,25470.0,807599.0,-816.0,-816.0,,,,,,-1183460.0,,17453.0,39368.0,,,204399.0,,,,177284.0,984883.0,0.0,0.0,0.0,0.0,1206735.0,-1181264.0,,0.0,0.0,,25470.0,ACON,2.0,2214000.0,,72.97,0.0,39.78,2.37,0.0,1.13,-11.72,0.0,85.16,85.16,-52.5
5510,2023-05-30 00:00:00+00:00,1.49,1.52,0.92,1.05,40952400,0.0,0.0,-0.12,-0.21,-75.0,,,,7938545.0,-0.15,17453.0,,,,,7938545.0,-0.15,-1183460.0,-1182080.0,-1142712.0,,,,,,,807599.0,8017.0,,,1380.0,1380.0,,,,-1183460.0,-1183460.0,-1183460.0,,,-1183460.0,-1183460.0,,-1183460.0,-1380.0,-1380.0,-1142712.0,-1183460.0,1189282.0,-1181265.0,25470.0,807599.0,-816.0,-816.0,,,,,,-1183460.0,,17453.0,39368.0,,,204399.0,,,,177284.0,984883.0,0.0,0.0,0.0,0.0,1206735.0,-1181264.0,,0.0,0.0,,25470.0,ACON,2.0,2214000.0,,152.54,0.0,39.78,1.6,7.0,0.87,-41.61,-5.43,7.38,52.38,-34.29
5512,2023-06-08 00:00:00+00:00,1.43,1.6,1.15,1.28,30539500,0.0,0.0,-0.12,-0.21,-75.0,,,,7938545.0,-0.15,17453.0,,,,,7938545.0,-0.15,-1183460.0,-1182080.0,-1142712.0,,,,,,,807599.0,8017.0,,,1380.0,1380.0,,,,-1183460.0,-1183460.0,-1183460.0,,,-1183460.0,-1183460.0,,-1183460.0,-1380.0,-1380.0,-1142712.0,-1183460.0,1189282.0,-1181265.0,25470.0,807599.0,-816.0,-816.0,,,,,,-1183460.0,,17453.0,39368.0,,,204399.0,,,,177284.0,984883.0,0.0,0.0,0.0,0.0,1206735.0,-1181264.0,,0.0,0.0,,25470.0,ACON,2.0,2214000.0,,37.5,0.0,39.78,1.6,0.0,1.15,-19.58,0.0,11.89,25.0,-45.86
5529,2023-08-01 00:00:00+00:00,0.72,0.72,0.58,0.6,86300,0.0,0.0,-0.1,-0.15,-50.0,,,,8287669.0,-0.18,19301.0,,,,,8287669.0,-0.18,-1464557.0,-1417418.0,-1376977.0,,,,,,,1024863.0,-2229.0,,,47139.0,47139.0,,,,-1464557.0,-1464557.0,-1464557.0,,,-1464557.0,-1464557.0,,-1464557.0,-47139.0,-47139.0,-1376977.0,-1464557.0,1403971.0,-1406200.0,17072.0,890287.0,-11217.0,-11217.0,,,,,,-1464557.0,,19301.0,40441.0,,,250006.0,,134576.0,,129102.0,1153965.0,0.0,0.0,0.0,0.0,1423272.0,-1406200.0,,0.0,0.0,,17072.0,ACON,5.0,2214000.0,2.0,26.14,0.0,-32.97,0.72,0.0,0.58,-19.75,0.0,0.0,19.24,-21.89
5544,2023-09-25 00:00:00+00:00,0.41,0.42,0.32,0.35,60200,0.0,0.0,-0.09,-0.18,-100.0,,,,8287669.0,-0.18,19301.0,,,,,8287669.0,-0.18,-1464557.0,-1417418.0,-1376977.0,,,,,,,1024863.0,-2229.0,,,47139.0,47139.0,,,,-1464557.0,-1464557.0,-1464557.0,,,-1464557.0,-1464557.0,,-1464557.0,-47139.0,-47139.0,-1376977.0,-1464557.0,1403971.0,-1406200.0,17072.0,890287.0,-11217.0,-11217.0,,,,,,-1464557.0,,19301.0,40441.0,,,250006.0,,134576.0,,129102.0,1153965.0,0.0,0.0,0.0,0.0,1423272.0,-1406200.0,,0.0,0.0,,17072.0,ACON,5.0,2214000.0,2.0,10.81,0.0,-32.97,0.62,16.0,0.26,-35.61,-17.5,50.98,76.86,-8.0
5568,2023-11-27 00:00:00+00:00,0.31,0.31,0.26,0.27,113700,0.0,0.0,-0.09,-0.18,-100.0,,,,8287669.0,-0.18,19301.0,,,,,8287669.0,-0.18,-1464557.0,-1417418.0,-1376977.0,,,,,,,1024863.0,-2229.0,,,47139.0,47139.0,,,,-1464557.0,-1464557.0,-1464557.0,,,-1464557.0,-1464557.0,,-1464557.0,-47139.0,-47139.0,-1376977.0,-1464557.0,1403971.0,-1406200.0,17072.0,890287.0,-11217.0,-11217.0,,,,,,-1464557.0,,19301.0,40441.0,,,250006.0,,134576.0,,129102.0,1153965.0,0.0,0.0,0.0,0.0,1423272.0,-1406200.0,,0.0,0.0,,17072.0,ACON,5.0,2214000.0,2.0,13.33,0.0,-32.97,0.31,0.0,0.26,-14.71,0.0,0.0,13.33,
5909,2023-03-14 00:00:00+00:00,1.25,1.25,0.86,0.87,2038100,0.0,0.0,-1.2,-0.94,21.67,,,,7377363.0,-0.94,569000.0,,,,,7377363.0,-0.94,-6936000.0,-6492000.0,-6068000.0,,,,,,,,-62000.0,0.0,,247000.0,247000.0,140000.0,140000.0,,-6750000.0,-6936000.0,-6750000.0,,,-6750000.0,-6750000.0,,-6750000.0,-107000.0,-107000.0,-6068000.0,-6750000.0,6570000.0,-6632000.0,507000.0,,,,,,,0.0,186000.0,-6739000.0,,569000.0,424000.0,,,1308000.0,,,,,5262000.0,0.0,0.0,11000.0,0.4,7139000.0,-6632000.0,,0.0,0.0,,507000.0,ACRX,,,,13.64,0.0,,1.25,0.0,0.86,-31.2,0.0,0.0,43.68,-18.39
5963,2023-08-18 00:00:00+00:00,0.93,1.06,0.86,0.87,2981600,0.0,0.0,-0.53,-0.4,24.53,,,,10924294.0,-0.4,569000.0,,,,,10924294.0,-0.4,-4371000.0,-3969000.0,-3920000.0,,,,,,,,-62000.0,0.0,,456000.0,456000.0,0.0,0.0,,-4371000.0,-4371000.0,-4428000.0,57000.0,,-4371000.0,-4428000.0,,-4371000.0,-456000.0,-456000.0,-3920000.0,-4428000.0,4222000.0,-3969000.0,253000.0,,,,,,,0.0,186000.0,-4425000.0,,569000.0,49000.0,,,1552000.0,,,,,2670000.0,0.0,0.0,3000.0,0.4,4222000.0,-3969000.0,,0.0,0.0,,253000.0,ACRX,16.0,11745192.0,20.0,10.71,0.0,0.0,1.3,2.0,0.86,-7.53,0.0,39.78,49.43,-8.05
5991,2023-11-07 00:00:00+00:00,0.56,0.56,0.51,0.52,92800,0.0,0.0,-0.53,-0.4,24.53,,,,10924294.0,-0.4,569000.0,,,,,10924294.0,-0.4,-4371000.0,-3969000.0,-3920000.0,,,,,,,,-62000.0,0.0,,456000.0,456000.0,0.0,0.0,,-4371000.0,-4371000.0,-4428000.0,57000.0,,-4371000.0,-4428000.0,,-4371000.0,-456000.0,-456000.0,-3920000.0,-4428000.0,4222000.0,-3969000.0,253000.0,,,,,,,0.0,186000.0,-4425000.0,,569000.0,49000.0,,,1552000.0,,,,,2670000.0,0.0,0.0,3000.0,0.4,4222000.0,-3969000.0,,0.0,0.0,,253000.0,ACRX,16.0,11745192.0,20.0,12.0,0.0,0.0,0.8,14.0,0.43,-23.21,-15.69,42.86,53.85,
6059,2023-09-26 00:00:00+00:00,2.12,2.58,2.12,2.41,1400700,0.0,0.0,-0.84,-3.9,-364.29,,,,7435532.0,-0.54,,,3000.0,3000.0,3000.0,7435532.0,-0.54,-4023000.0,-2969000.0,-2962000.0,,,,,,8000.0,1811000.0,,,,,,134000.0,134000.0,,-4023000.0,-4023000.0,-4023000.0,,,-4023000.0,-4023000.0,,-4023000.0,134000.0,134000.0,-1485000.0,-2644991.88,2969000.0,-2969000.0,0.0,1378000.0,-1477000.0,,,,,,,-4312000.0,,,7000.0,,,1095000.0,1485000.0,433000.0,,60000.0,1871000.0,-1485000.0,-98991.88,-289000.0,0.07,2969000.0,-4454000.0,-36000.0,-1477000.0,-1477000.0,400000.0,0.0,ACST,4.0,15491840.0,3.0,19.1,0.0,,3.11,2.0,2.12,0.0,0.0,46.7,29.05,-1.66
6572,2023-06-02 00:00:00+00:00,3.32,3.32,2.86,2.92,20600,0.0,0.0,-0.29,-0.25,15.25,,,,11639395.0,-0.25,,,,,,11639395.0,-0.25,-2902957.0,-2902957.0,-2902957.0,,,,,,,1887374.0,,,,,,,,,-2902957.0,-2902957.0,-2902957.0,,,-2902957.0,-2902957.0,,-2902957.0,,,-2902957.0,-2902957.0,2902957.0,-2902957.0,0.0,1887374.0,,,,,,,,-2902957.0,,,,,,1015583.0,,,,,1887374.0,0.0,0.0,,0.0,2902957.0,,,0.0,0.0,,0.0,ACXP,17.0,46818000.0,,12.54,0.0,,3.32,0.0,2.86,-13.86,0.0,0.0,13.7,-13.01
6621,2023-10-12 00:00:00+00:00,4.33,8.82,3.84,4.08,8200600,0.0,0.0,-0.27,-0.28,-3.7,,,,12186481.0,-0.28,,,,,,12186481.0,-0.28,-3445240.0,-3445240.0,-3445240.0,,,,,,,1708854.0,,,,,,,,,-3445240.0,-3445240.0,-3445240.0,,,-3445240.0,-3445240.0,,-3445240.0,,,-3445240.0,-3445240.0,3445240.0,-3445240.0,0.0,1708854.0,,,,,,,,-3445240.0,,,,,,1736386.0,,,,,1708854.0,0.0,0.0,,0.0,3445240.0,,,0.0,0.0,,0.0,ACXP,17.0,46818000.0,17.0,15.78,0.0,,8.82,0.0,3.84,-11.32,0.0,103.7,116.18,-5.64
6635,2023-01-03 00:00:00+00:00,1.64,1.79,1.58,1.67,681700,0.0,0.0,-0.24,-0.24,0.69,,,,163465186.0,-0.24,,,,,,163465186.0,-0.24,-41421000.0,-42990000.0,-41499000.0,,,,,,,16815000.0,,,,,,324000.0,324000.0,,-41421000.0,-41421000.0,-41421000.0,,,-41421000.0,-41421000.0,,-41421000.0,324000.0,324000.0,-41499000.0,-41421000.0,49997000.0,-42990000.0,7007000.0,4931000.0,1644000.0,1644000.0,,,,,,-41022000.0,,,1491000.0,,,33182000.0,,11884000.0,,,16815000.0,,0.0,399000.0,0.4,49997000.0,-42990000.0,,,,,7007000.0,ADAP,,,,12.33,0.0,,2.35,3.0,1.58,-3.66,0.0,43.29,40.72,3.59
7048,2023-10-30 00:00:00+00:00,0.78,0.78,0.66,0.7,86600,0.0,0.0,-0.46,-0.58,-26.88,,,,81471127.0,-0.58,1319000.0,,,,,81471127.0,-0.58,-47117000.0,-37870000.0,-37101000.0,-767000.0,,,,,18000.0,12599000.0,17964000.0,,,15857000.0,15857000.0,2372000.0,2372000.0,,-47117000.0,-47117000.0,-47117000.0,,,-47117000.0,-47117000.0,,-47117000.0,-13485000.0,-13485000.0,-37119000.0,-47132785.47,57753000.0,-39789000.0,19283000.0,4538000.0,-453000.0,296000.0,13210000.0,42114000.0,,,,-53727000.0,,1319000.0,769000.0,,,31944000.0,,12599000.0,,8329000.0,12599000.0,-42114000.0,2214.53,-6610000.0,0.12,59072000.0,-39789000.0,,18000.0,18000.0,,19283000.0,ADCT,42.0,59473830.0,47.0,11.43,0.0,1.53,0.86,5.0,0.65,-16.67,-1.07,10.64,22.76,9.53
7194,2023-07-18 00:00:00+00:00,1.78,2.09,1.73,2.05,1239900,0.0,0.0,-0.1,-0.32,-220.0,,,,27360000.0,-0.21,15336000.0,,2428000.0,,,27360000.0,-0.21,-5856000.0,-5022000.0,-2594000.0,462000.0,,,0.0,,,8768000.0,5109000.0,,,834000.0,834000.0,,,,-5856000.0,-5856000.0,-5856000.0,,,-5856000.0,-5856000.0,,-5856000.0,-834000.0,-834000.0,-2594000.0,-5856000.0,11196000.0,-6087000.0,20445000.0,5213000.0,1065000.0,603000.0,,,,,,-5856000.0,,15336000.0,2428000.0,,,,,3555000.0,,,8768000.0,0.0,0.0,0.0,0.0,26532000.0,-6087000.0,,0.0,0.0,,20445000.0,ADES,45.0,88922400.0,53.0,11.95,0.0,-1.73,2.93,13.0,1.73,-2.81,0.0,64.61,42.93,-2.44
7352,2023-01-05 00:00:00+00:00,7.0,7.0,6.25,6.5,7764,0.0,0.0,-0.18,-0.12,33.33,,,,1028982.0,-3.02,,,,,,1028982.0,-3.02,-3109350.0,-3187693.0,-3172431.0,,,,,,,1944137.0,,,,,,3343.0,3343.0,,-3109350.0,-3109350.0,-3109350.0,,,-3109350.0,-3109350.0,,-3109350.0,3343.0,3343.0,-3247431.0,-3184350.0,3187693.0,-3187693.0,0.0,1944137.0,75000.0,,,,,,,-3109350.0,,,15262.0,,,1243556.0,-75000.0,,,,1944137.0,75000.0,0.0,0.0,0.0,3187693.0,-3187693.0,,75000.0,75000.0,,0.0,ADIL,,,,12.0,0.0,,14.25,18.0,6.25,-10.71,0.0,103.57,119.23,53.85
7353,2023-01-06 00:00:00+00:00,7.5,9.0,6.75,8.75,34352,0.0,0.0,-0.18,-0.12,33.33,,,,1028982.0,-3.02,,,,,,1028982.0,-3.02,-3109350.0,-3187693.0,-3172431.0,,,,,,,1944137.0,,,,,,3343.0,3343.0,,-3109350.0,-3109350.0,-3109350.0,,,-3109350.0,-3109350.0,,-3109350.0,3343.0,3343.0,-3247431.0,-3184350.0,3187693.0,-3187693.0,0.0,1944137.0,75000.0,,,,,,,-3109350.0,,,15262.0,,,1243556.0,-75000.0,,,,1944137.0,75000.0,0.0,0.0,0.0,3187693.0,-3187693.0,,75000.0,75000.0,,0.0,ADIL,,,,15.38,0.0,,14.25,17.0,6.75,-10.0,0.0,90.0,62.86,11.43
7354,2023-01-09 00:00:00+00:00,9.75,10.0,9.0,9.25,22936,0.0,0.0,-0.18,-0.12,33.33,,,,1028982.0,-3.02,,,,,,1028982.0,-3.02,-3109350.0,-3187693.0,-3172431.0,,,,,,,1944137.0,,,,,,3343.0,3343.0,,-3109350.0,-3109350.0,-3109350.0,,,-3109350.0,-3109350.0,,-3109350.0,3343.0,3343.0,-3247431.0,-3184350.0,3187693.0,-3187693.0,0.0,1944137.0,75000.0,,,,,,,-3109350.0,,,15262.0,,,1243556.0,-75000.0,,,,1944137.0,75000.0,0.0,0.0,0.0,3187693.0,-3187693.0,,75000.0,75000.0,,0.0,ADIL,,,,11.43,0.0,,14.25,16.0,7.5,-23.08,-16.67,46.15,54.05,5.41
